confrontoId,jogoId,vencedorId,perdedorId,peso,criadoEm
3f378f79-89c9-40ff-945f-506a689b0e15,73199b1e-5e47-4be1-a6b4-041ac171431c,user1,user4,1,2026-06-22T14:29:13.150Z
216dc76c-1be1-4e82-a864-645b8da0ef2e,73199b1e-5e47-4be1-a6b4-041ac171431c,user4,user2,1,2026-06-22T14:29:13.150Z
f62947f0-a24f-4812-9ec8-c7de10eaea6a,73199b1e-5e47-4be1-a6b4-041ac171431c,user4,user3,1,2026-06-22T14:29:13.150Z
f251e965-997b-4da1-9bcb-3f1fe44ea7e4,73199b1e-5e47-4be1-a6b4-041ac171431c,user1,user2,1,2026-06-22T14:29:13.150Z
f717524e-3e3d-418d-9fba-e1f99849d437,73199b1e-5e47-4be1-a6b4-041ac171431c,user1,user3,1,2026-06-22T14:29:13.150Z
07116f8e-c6dd-40dc-8c6b-4d04f6c81ab5,705a1919-9098-4a8c-82e8-61a8493318d8,user5,user4,1,2026-06-22T14:29:14.484Z
7e186b6e-0e86-4c84-b6d3-e75064b25e6c,705a1919-9098-4a8c-82e8-61a8493318d8,user5,user1,1,2026-06-22T14:29:14.484Z
b567be34-bc65-4294-a878-792a7d0e1850,705a1919-9098-4a8c-82e8-61a8493318d8,user5,user16,1,2026-06-22T14:29:14.484Z
25c89f17-f0ef-427a-9961-2840b94e27a6,705a1919-9098-4a8c-82e8-61a8493318d8,user5,user14,1,2026-06-22T14:29:14.484Z
47b5bf0a-5700-4db2-a34c-7fa82b980fd6,705a1919-9098-4a8c-82e8-61a8493318d8,user5,user17,1,2026-06-22T14:29:14.484Z
ab0d02f6-e420-43f4-b639-67a825a80dc2,705a1919-9098-4a8c-82e8-61a8493318d8,user5,user12,1,2026-06-22T14:29:14.484Z
39ecc2c8-8009-458a-a6af-d35d087d3ac1,705a1919-9098-4a8c-82e8-61a8493318d8,user5,user13,1,2026-06-22T14:29:14.484Z
f2ce45e4-d45e-4399-80ab-0db556591eef,705a1919-9098-4a8c-82e8-61a8493318d8,user5,user3,1,2026-06-22T14:29:14.484Z
836583d5-ba21-4295-8f12-5b2ccda75881,705a1919-9098-4a8c-82e8-61a8493318d8,user5,user9,1,2026-06-22T14:29:14.484Z
5da2b403-481a-42e1-92a8-f7a30bc00bef,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user6,user4,1,2026-06-22T14:29:15.592Z
bb06fd25-8f30-4886-a5ce-856d23ea58f4,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user1,user4,1,2026-06-22T14:29:15.592Z
9f5f1f76-c193-4329-aaf9-fd30f1126bd1,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user3,user4,1,2026-06-22T14:29:15.592Z
265fc180-31b7-44bc-ada3-6624185849f9,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user6,user16,1,2026-06-22T14:29:15.592Z
1c8c0fc7-1118-4b9d-bf0d-24578068657b,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user6,user14,1,2026-06-22T14:29:15.592Z
dbeb6cbe-b748-4bf8-9b25-b29f2b1caab1,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user6,user2,1,2026-06-22T14:29:15.592Z
8b35e53e-fde5-4a3c-a9c7-4a45d0ec4d9d,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user6,user17,1,2026-06-22T14:29:15.592Z
bb68502f-b4a1-481e-81c0-bb665e897017,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user6,user12,1,2026-06-22T14:29:15.592Z
135b4580-4a30-48c8-a889-2d425475c3f0,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user6,user13,1,2026-06-22T14:29:15.592Z
85791a7d-e3ad-49a1-909b-76fab11e67f0,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user6,user5,1,2026-06-22T14:29:15.592Z
dfecdcc9-132f-4e6c-bf71-53fd40b20357,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user6,user3,1,2026-06-22T14:29:15.592Z
8b1e7671-f865-437b-b659-0c0c37c17fa6,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user1,user16,1,2026-06-22T14:29:15.592Z
e9b5b892-949d-4d04-9f19-104cffdaf6b1,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user1,user14,1,2026-06-22T14:29:15.592Z
fcfcd1cb-2480-4e1f-a9c2-d4396d31cc3b,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user1,user2,1,2026-06-22T14:29:15.592Z
d989c416-0dc9-40e4-9734-3e4ccfc12d0c,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user1,user17,1,2026-06-22T14:29:15.592Z
1d81b56e-4014-4d49-86a6-91318619849f,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user1,user12,1,2026-06-22T14:29:15.592Z
52e1e223-b2b3-4ea5-8a49-ac88fc9639e8,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user1,user13,1,2026-06-22T14:29:15.592Z
2def3bf6-ff47-4cc0-b5ce-43a70c48e81e,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user1,user5,1,2026-06-22T14:29:15.592Z
0678d163-6e3b-4a79-88f9-e2a399934039,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user1,user3,1,2026-06-22T14:29:15.592Z
5e0ed7af-99f6-4631-9a45-dd9aaff56ee1,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user3,user16,1,2026-06-22T14:29:15.592Z
af51528b-2eb9-478e-b175-57421f05f454,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user3,user14,1,2026-06-22T14:29:15.592Z
bf74eeb1-2c39-4f80-a41a-03ed9ce071c7,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user3,user2,1,2026-06-22T14:29:15.592Z
1f963652-1d6d-464b-8acd-6690a2c29fc3,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user3,user17,1,2026-06-22T14:29:15.592Z
c912f0f2-a3ab-4206-b9c2-280aa44fbdf5,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user3,user12,1,2026-06-22T14:29:15.592Z
9c4c177c-ab02-462e-ade7-d609e3437c8c,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user3,user13,1,2026-06-22T14:29:15.592Z
0c7b9932-da56-4af5-8534-439517c654d0,5a9ab8b9-2ee4-4674-bcb9-5076f96769ff,user3,user5,1,2026-06-22T14:29:15.592Z
5f193049-29c5-49bd-951f-e31d020cd90a,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user5,1,2026-06-22T14:29:16.806Z
3eeec1b3-be85-4d7a-86bf-2d9fdadedfe5,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user5,1,2026-06-22T14:29:16.806Z
1b657873-00c4-4a31-ab5c-4b22e60b1372,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user5,1,2026-06-22T14:29:16.806Z
48d9eb50-c0d7-4ee9-95c6-7c33c1e9b4c2,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user5,1,2026-06-22T14:29:16.806Z
25467817-fcea-43ab-8ed8-882f2238f9da,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user5,1,2026-06-22T14:29:16.806Z
43a3fe5f-73d8-4899-8ae1-3fa5a81db8f0,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user13,1,2026-06-22T14:29:16.806Z
ff1e6710-d40e-4e7b-99c1-ab952d5ceac5,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user13,1,2026-06-22T14:29:16.806Z
f50fafaf-f6fb-494f-bc26-cf4b6d53c8ae,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user13,1,2026-06-22T14:29:16.806Z
3c40db10-3b4f-4e98-a0db-0fee24bb76c5,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user13,1,2026-06-22T14:29:16.806Z
7bcb1ed5-4472-44d6-a816-6c74033bec70,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user13,1,2026-06-22T14:29:16.806Z
c1adb27b-a533-46f7-94d4-c64df1787957,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user1,1,2026-06-22T14:29:16.806Z
69db9fc1-1ae1-48e9-965c-ea074ffcfee8,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user22,1,2026-06-22T14:29:16.806Z
7368c76b-c198-4274-8024-900bb86b2b73,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user9,1,2026-06-22T14:29:16.806Z
214d307e-2d9c-4cd4-82eb-87836bd454e3,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user26,1,2026-06-22T14:29:16.806Z
9eb6b5d4-2839-490d-9f2b-1abeb4638031,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user23,1,2026-06-22T14:29:16.806Z
b42b6a34-b3f8-4ce3-8ce7-cab75401dd79,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user25,1,2026-06-22T14:29:16.806Z
c2a10699-fbe6-4481-98c6-6d37e610e5d0,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user31,1,2026-06-22T14:29:16.806Z
78443bef-5411-42d2-aba2-db25feb1d000,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user29,1,2026-06-22T14:29:16.806Z
bd7eb519-6ca2-4e8f-a34a-3775951e2cea,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user30,1,2026-06-22T14:29:16.806Z
57360672-0c7a-4e8a-9d32-a9119b319a13,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user32,1,2026-06-22T14:29:16.806Z
7bc5b0c1-64a6-4489-a286-c18fde9ad96d,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user35,1,2026-06-22T14:29:16.806Z
7b71a52c-e15e-4b72-8b8e-1e384614f5d7,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user38,1,2026-06-22T14:29:16.806Z
1472e23d-791e-4692-a6ea-f9a54f813e7c,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user41,1,2026-06-22T14:29:16.806Z
5e35f4cc-c8ad-45bf-88eb-9230f8476f27,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user42,1,2026-06-22T14:29:16.806Z
6e07340c-753f-4c52-ab75-1f23f35c534d,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user6,1,2026-06-22T14:29:16.806Z
57e3a298-ede5-4084-86a2-0d138bb204ca,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user43,1,2026-06-22T14:29:16.806Z
28091ad2-7393-42e6-8cfb-ba07e333191c,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user46,1,2026-06-22T14:29:16.806Z
78e97bda-c1a9-4b79-8a3f-0f123cc9d0fb,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user48,1,2026-06-22T14:29:16.806Z
063940c5-628f-410c-95ba-814ae4eaad58,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user50,1,2026-06-22T14:29:16.806Z
4cbdc4b3-77e4-4b85-b852-1fa38e1be79e,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user52,1,2026-06-22T14:29:16.806Z
9635fcbd-d7fc-4737-ac7c-f5af86b71244,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user54,1,2026-06-22T14:29:16.806Z
d688ba5c-865b-4ec9-962a-142c7de7876d,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user59,1,2026-06-22T14:29:16.806Z
7bf1301b-6efa-4860-96f7-39534dde2879,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user57,1,2026-06-22T14:29:16.806Z
9beb476f-d20c-4673-94bf-b07bc27be495,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user6,1,2026-06-22T14:29:16.806Z
11262397-75fe-4a24-857b-fdf443438699,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user36,1,2026-06-22T14:29:16.806Z
d90fb1d1-a1ae-45b5-a889-536b402176f4,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user6,1,2026-06-22T14:29:16.806Z
73cb63e5-c28d-4eaf-ae48-d65d0e4031f8,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user47,1,2026-06-22T14:29:16.806Z
3351f532-898d-469e-9a02-f3766fae1860,febfa8f0-1e0e-41b4-8f71-c42245503f75,user6,user53,1,2026-06-22T14:29:16.806Z
13dcc3d3-e078-458f-8dfb-f615bb6612c6,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user1,1,2026-06-22T14:29:16.806Z
63002b26-8d8d-4bf2-9cd9-002cc2c66971,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user1,1,2026-06-22T14:29:16.806Z
c16a10a7-d344-40cf-b74d-be232cc7f3a8,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user1,1,2026-06-22T14:29:16.806Z
bcb05d4e-daf9-41e4-b95e-2cbd2ab0b2b4,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user1,1,2026-06-22T14:29:16.806Z
b1ffd115-61ad-420e-9492-65aaedf1d67e,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user22,1,2026-06-22T14:29:16.806Z
d5c507a9-c004-484d-abf9-df26f231c672,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user22,1,2026-06-22T14:29:16.806Z
71cdd314-7164-4fc6-89eb-8de672db0d5c,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user22,1,2026-06-22T14:29:16.806Z
5ee5bbfe-5870-4176-992b-04e6086dbc16,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user22,1,2026-06-22T14:29:16.806Z
517e959b-8515-4835-81f4-74407e45700b,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user9,1,2026-06-22T14:29:16.806Z
3cb5d24d-8a17-43d6-8bae-218e8cb2d59c,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user9,1,2026-06-22T14:29:16.806Z
6f7caa78-97eb-4371-8649-8af41ebb9c00,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user9,1,2026-06-22T14:29:16.806Z
e830f85a-4398-45e6-aaaf-07dbe6ee16dd,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user9,1,2026-06-22T14:29:16.806Z
02d716dc-ba42-4179-84bd-da2ec4d3bd1e,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user26,1,2026-06-22T14:29:16.806Z
1d434c91-a047-4d7a-9e45-1434f32ccc30,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user23,1,2026-06-22T14:29:16.806Z
